phase_id,trip_id,phase,leg_index,start_s,end_s,s0,s1,is_boundary,direct,atom_id,guard_margin_db,guard_relay_trip_id
PH-0068,Q3-T-010,爬升,1,1711.4738938222074,1711.4738938222074,0.11685193063315905,0.11685193063315905,True,True,COM-00648,0.2,
PH-0068,Q3-T-010,爬升,1,1711.4738938222074,1719.5855522708823,0.11685193063315905,0.20648951672137086,False,True,COM-00649,0.2,
PH-0068,Q3-T-010,爬升,1,1719.5855522708823,1719.5855522708823,0.20648951672137086,0.20648951672137086,True,True,COM-00650,0.2,
PH-0068,Q3-T-010,爬升,1,1719.5855522708823,1728.89770439876,0.20648951672137086,0.3093931144641379,False,True,COM-00651,0.2,
PH-0068,Q3-T-010,爬升,1,1728.89770439876,1728.89770439876,0.3093931144641379,0.3093931144641379,True,True,COM-00652,0.2,
PH-0068,Q3-T-010,爬升,1,1728.89770439876,1791.3934433207917,0.3093931144641379,1.0,False,True,COM-00653,0.2,
PH-0068,Q3-T-010,爬升,1,1791.3934433207917,1791.3934433207917,1.0,1.0,True,True,COM-00654,0.2,
PH-0069,Q3-T-010,巡航,1,1791.3934433207917,1993.1456176143965,0.0,0.4992586270571097,False,True,COM-00655,0.2,
PH-0069,Q3-T-010,巡航,1,1993.1456176143965,1993.1456176143965,0.4992586270571097,0.4992586270571097,True,True,COM-00656,0.2,
PH-0069,Q3-T-010,巡航,1,1993.1456176143965,2027.8507567741106,0.4992586270571097,0.5851404282786887,False,True,COM-00657,0.2,
PH-0069,Q3-T-010,巡航,1,2027.8507567741106,2027.8507567741106,0.5851404282786887,0.5851404282786887,True,True,COM-00658,0.2,
PH-0069,Q3-T-010,巡航,1,2027.8507567741106,2112.878252457072,0.5851404282786887,0.7955506055440008,False,True,COM-00659,0.2,
PH-0069,Q3-T-010,巡航,1,2112.878252457072,2112.878252457072,0.7955506055440008,0.7955506055440008,True,True,COM-00660,0.2,
PH-0069,Q3-T-010,巡航,1,2112.878252457072,2161.49614811273,0.7955506055440008,0.915861099943561,False,False,COM-00661,0.2,Q3-R-002
PH-0069,Q3-T-010,巡航,1,2161.49614811273,2161.49614811273,0.915861099943561,0.915861099943561,True,False,COM-00662,0.2,Q3-R-002
PH-0069,Q3-T-010,巡航,1,2161.49614811273,2195.4969747566674,0.915861099943561,1.0,False,False,COM-00663,0.2,Q3-R-002
PH-0069,Q3-T-010,巡航,1,2195.4969747566674,2195.4969747566674,1.0,1.0,True,False,COM-00664,0.2,Q3-R-002
PH-0070,Q3-T-010,下降,1,2195.4969747566674,2214.489704248855,0.0,1.0,False,False,COM-00665,0.2,Q3-R-002
PH-0070,Q3-T-010,下降,1,2214.489704248855,2214.489704248855,1.0,1.0,True,False,COM-00666,0.2,Q3-R-002
