trip_id,drone_id,leg_index,from_id,to_id,phase,start_s,end_s,phase_id,p0_lon_deg,p0_lat_deg,p0_altitude_m,p1_lon_deg,p1_lat_deg,p1_altitude_m
Q3-T-002,U02,1,O01,S001,爬升,360.0,408.45220336914065,PH-0012,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219
Q3-T-002,U02,1,O01,S001,巡航,408.45220336914065,662.9504403290156,PH-0013,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219
Q3-T-002,U02,1,O01,S001,下降,662.9504403290156,698.5730843719844,PH-0014,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0
Q3-T-002,U02,1,O01,S001,投送交接,698.5730843719844,908.5730843719844,PH-0015,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0
Q3-T-002,U02,2,S001,O01,爬升,908.5730843719844,938.2586210744583,PH-0016,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219
Q3-T-002,U02,2,S001,O01,巡航,938.2586210744583,1192.7568580343334,PH-0017,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219
Q3-T-002,U02,2,S001,O01,下降,1192.7568580343334,1250.8995020773023,PH-0018,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7
Q3-T-003,U03,1,O01,S001,爬升,360.0,408.45220336914065,PH-0019,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219
Q3-T-003,U03,1,O01,S001,巡航,408.45220336914065,662.9504403290156,PH-0020,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219
Q3-T-003,U03,1,O01,S001,下降,662.9504403290156,698.5730843719844,PH-0021,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0
Q3-T-003,U03,1,O01,S001,投送交接,698.5730843719844,908.5730843719844,PH-0022,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0
Q3-T-003,U03,2,S001,O01,爬升,908.5730843719844,938.2586210744583,PH-0023,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219
Q3-T-003,U03,2,S001,O01,巡航,938.2586210744583,1192.7568580343334,PH-0024,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219
Q3-T-003,U03,2,S001,O01,下降,1192.7568580343334,1250.8995020773023,PH-0025,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7
Q3-T-004,U04,1,O01,S001,爬升,360.0,408.45220336914065,PH-0026,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219
Q3-T-004,U04,1,O01,S001,巡航,408.45220336914065,662.9504403290156,PH-0027,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219
Q3-T-004,U04,1,O01,S001,下降,662.9504403290156,698.5730843719844,PH-0028,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0
Q3-T-004,U04,1,O01,S001,投送交接,698.5730843719844,908.5730843719844,PH-0029,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0
Q3-T-004,U04,2,S001,O01,爬升,908.5730843719844,938.2586210744583,PH-0030,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219
Q3-T-004,U04,2,S001,O01,巡航,938.2586210744583,1192.7568580343334,PH-0031,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219
Q3-T-004,U04,2,S001,O01,下降,1192.7568580343334,1250.8995020773023,PH-0032,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7
Q3-T-005,U05,1,O01,S007,爬升,360.0,488.0910583496094,PH-0033,109.2308517,23.0085095,127.7,109.2308517,23.0085095,511.9731750488281
Q3-T-005,U05,1,O01,S007,巡航,488.0910583496094,790.3884294706104,PH-0034,109.2308517,23.0085095,511.9731750488281,109.1928191,23.0294186,511.9731750488281
Q3-T-005,U05,1,O01,S007,下降,790.3884294706104,855.7776994901417,PH-0035,109.1928191,23.0294186,511.9731750488281,109.1928191,23.0294186,348.5
Q3-T-005,U05,1,O01,S007,投送交接,855.7776994901417,1065.7776994901417,PH-0036,109.1928191,23.0294186,348.5,109.1928191,23.0294186,348.5
Q3-T-005,U05,2,S007,O01,爬升,1065.7776994901417,1120.268757839751,PH-0037,109.1928191,23.0294186,348.5,109.1928191,23.0294186,511.9731750488281
Q3-T-005,U05,2,S007,O01,巡航,1120.268757839751,1422.566128960752,PH-0038,109.1928191,23.0294186,511.9731750488281,109.2308517,23.0085095,511.9731750488281
Q3-T-005,U05,2,S007,O01,下降,1422.566128960752,1576.2753989802832,PH-0039,109.2308517,23.0085095,511.9731750488281,109.2308517,23.0085095,127.7
Q3-T-006,U06,1,O01,S007,爬升,390.0,518.0910583496094,PH-0040,109.2308517,23.0085095,127.7,109.2308517,23.0085095,511.9731750488281
Q3-T-006,U06,1,O01,S007,巡航,518.0910583496094,820.3884294706104,PH-0041,109.2308517,23.0085095,511.9731750488281,109.1928191,23.0294186,511.9731750488281
Q3-T-006,U06,1,O01,S007,下降,820.3884294706104,885.7776994901417,PH-0042,109.1928191,23.0294186,511.9731750488281,109.1928191,23.0294186,348.5
Q3-T-006,U06,1,O01,S007,投送交接,885.7776994901417,1125.7776994901417,PH-0043,109.1928191,23.0294186,348.5,109.1928191,23.0294186,348.5
Q3-T-006,U06,2,S007,O01,爬升,1125.7776994901417,1180.268757839751,PH-0044,109.1928191,23.0294186,348.5,109.1928191,23.0294186,511.9731750488281
Q3-T-006,U06,2,S007,O01,巡航,1180.268757839751,1482.566128960752,PH-0045,109.1928191,23.0294186,511.9731750488281,109.2308517,23.0085095,511.9731750488281
Q3-T-006,U06,2,S007,O01,下降,1482.566128960752,1636.2753989802832,PH-0046,109.2308517,23.0085095,511.9731750488281,109.2308517,23.0085095,127.7
Q3-T-007,U07,1,O01,S006,爬升,480.0,575.3591357421875,PH-0047,109.2308517,23.0085095,127.7,109.2308517,23.0085095,366.09783935546875
Q3-T-007,U07,1,O01,S006,巡航,575.3591357421875,787.7730143031038,PH-0048,109.2308517,23.0085095,366.09783935546875,109.1997836,23.007714,366.09783935546875
Q3-T-007,U07,1,O01,S006,下降,787.7730143031038,813.4219339808382,PH-0049,109.1997836,23.007714,366.09783935546875,109.1997836,23.007714,314.8
Q3-T-007,U07,1,O01,S006,投送交接,813.4219339808382,1209.4219339808383,PH-0050,109.1997836,23.007714,314.8,109.1997836,23.007714,314.8
Q3-T-007,U07,2,S006,O01,爬升,1209.4219339808383,1229.9410697230257,PH-0051,109.1997836,23.007714,314.8,109.1997836,23.007714,366.09783935546875
Q3-T-007,U07,2,S006,O01,巡航,1229.9410697230257,1442.3549482839421,PH-0052,109.1997836,23.007714,366.09783935546875,109.2308517,23.0085095,366.09783935546875
Q3-T-007,U07,2,S006,O01,下降,1442.3549482839421,1561.5538679616766,PH-0053,109.2308517,23.0085095,366.09783935546875,109.2308517,23.0085095,127.7
Q3-T-008,U08,1,O01,S001,爬升,420.0,478.14264404296875,PH-0054,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219
Q3-T-008,U08,1,O01,S001,巡航,478.14264404296875,681.7412336108687,PH-0055,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219
Q3-T-008,U08,1,O01,S001,下降,681.7412336108687,726.2695386645796,PH-0056,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0
Q3-T-008,U08,1,O01,S001,投送交接,726.2695386645796,942.2695386645796,PH-0057,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0
Q3-T-008,U08,2,S001,S012,爬升,942.2695386645796,1042.9093824145796,PH-0058,109.2432319,23.0335927,184.0,109.2432319,23.0335927,435.599609375
Q3-T-008,U08,2,S001,S012,巡航,1042.9093824145796,1356.0882849922996,PH-0059,109.2432319,23.0335927,435.599609375,109.2831357,23.054464,435.599609375
Q3-T-008,U08,2,S001,S012,下降,1356.0882849922996,1433.9880896797995,PH-0060,109.2831357,23.054464,435.599609375,109.2831357,23.054464,279.8
Q3-T-008,U08,2,S001,S012,投送交接,1433.9880896797995,1721.9880896797995,PH-0061,109.2831357,23.054464,279.8,109.2831357,23.054464,279.8
Q3-T-008,U08,3,S012,O01,爬升,1721.9880896797995,1775.3884876290183,PH-0062,109.2831357,23.054464,279.8,109.2831357,23.054464,413.3009948730469
Q3-T-008,U08,3,S012,O01,巡航,1775.3884876290183,2268.0879334274964,PH-0063,109.2831357,23.054464,413.3009948730469,109.2308517,23.0085095,413.3009948730469
Q3-T-008,U08,3,S012,O01,下降,2268.0879334274964,2410.88843086402,PH-0064,109.2308517,23.0085095,413.3009948730469,109.2308517,23.0085095,127.7
Q3-T-009,U02,1,O01,S001,爬升,1610.899502077302,1659.3517054464426,PH-0065,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219
Q3-T-009,U02,1,O01,S001,巡航,1659.3517054464426,1913.8499424063175,PH-0066,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219
Q3-T-009,U02,1,O01,S001,下降,1913.8499424063175,1949.4725864492862,PH-0067,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0
Q3-T-009,U02,1,O01,S001,投送交接,1949.4725864492862,2159.472586449286,PH-0068,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0
Q3-T-009,U02,2,S001,O01,爬升,2159.472586449286,2189.1581231517603,PH-0069,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219
Q3-T-009,U02,2,S001,O01,巡航,2189.1581231517603,2443.6563601116354,PH-0070,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219
Q3-T-009,U02,2,S001,O01,下降,2443.6563601116354,2501.799004154604,PH-0071,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7
Q3-T-010,U03,1,O01,S001,爬升,1610.899502077302,1659.3517054464426,PH-0072,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219
Q3-T-010,U03,1,O01,S001,巡航,1659.3517054464426,1913.8499424063175,PH-0073,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219
Q3-T-010,U03,1,O01,S001,下降,1913.8499424063175,1949.4725864492862,PH-0074,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0
Q3-T-010,U03,1,O01,S001,投送交接,1949.4725864492862,2129.472586449286,PH-0075,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0
Q3-T-010,U03,2,S001,S010,爬升,2129.472586449286,2211.8324802481143,PH-0076,109.2432319,23.0335927,184.0,109.2432319,23.0335927,431.0796813964844
Q3-T-010,U03,2,S001,S010,巡航,2211.8324802481143,2520.990328592093,PH-0077,109.2432319,23.0335927,431.0796813964844,109.2760168,23.0194009,431.0796813964844
Q3-T-010,U03,2,S001,S010,下降,2520.990328592093,2552.782201150687,PH-0078,109.2760168,23.0194009,431.0796813964844,109.2760168,23.0194009,351.6
Q3-T-010,U03,2,S001,S010,投送交接,2552.782201150687,2732.782201150687,PH-0079,109.2760168,23.0194009,351.6,109.2760168,23.0194009,351.6
Q3-T-010,U03,3,S010,O01,爬升,2732.782201150687,2760.794379698864,PH-0080,109.2760168,23.0194009,351.6,109.2760168,23.0194009,435.63653564453125
Q3-T-010,U03,3,S010,O01,巡航,2760.794379698864,3159.502284002529,PH-0081,109.2760168,23.0194009,435.63653564453125,109.2308517,23.0085095,435.63653564453125
Q3-T-010,U03,3,S010,O01,下降,3159.502284002529,3282.6768982603417,PH-0082,109.2308517,23.0085095,435.63653564453125,109.2308517,23.0085095,127.7
Q3-T-011,U07,1,O01,S001,爬升,2101.5538679616766,2159.6965120046452,PH-0083,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219
Q3-T-011,U07,1,O01,S001,巡航,2159.6965120046452,2363.2951015725453,PH-0084,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219
Q3-T-011,U07,1,O01,S001,下降,2363.2951015725453,2407.823406626256,PH-0085,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0
Q3-T-011,U07,1,O01,S001,投送交接,2407.823406626256,2659.823406626256,PH-0086,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0
Q3-T-011,U07,2,S001,S002,爬升,2659.823406626256,2709.921343637975,PH-0087,109.2432319,23.0335927,184.0,109.2432319,23.0335927,309.2448425292969
Q3-T-011,U07,2,S001,S002,巡航,2709.921343637975,3000.6278462478876,PH-0088,109.2432319,23.0335927,309.2448425292969,109.2585519,23.0703271,309.2448425292969
Q3-T-011,U07,2,S001,S002,下降,3000.6278462478876,3045.500267512536,PH-0089,109.2585519,23.0703271,309.2448425292969,109.2585519,23.0703271,219.5
Q3-T-011,U07,2,S001,S002,投送交接,3045.500267512536,3441.500267512536,PH-0090,109.2585519,23.0703271,219.5,109.2585519,23.0703271,219.5
Q3-T-011,U07,3,S002,O01,爬升,3441.500267512536,3477.2819691726922,PH-0091,109.2585519,23.0703271,219.5,109.2585519,23.0703271,308.9542541503906
Q3-T-011,U07,3,S002,O01,巡航,3477.2819691726922,3971.3693328449713,PH-0092,109.2585519,23.0703271,308.9542541503906,109.2308517,23.0085095,308.9542541503906
Q3-T-011,U07,3,S002,O01,下降,3971.3693328449713,4061.9964599201667,PH-0093,109.2308517,23.0085095,308.9542541503906,109.2308517,23.0085095,127.7
Q3-T-012,U05,1,O01,S014,爬升,1966.2753989802832,2121.024528212054,PH-0094,109.2308517,23.0085095,127.7,109.2308517,23.0085095,591.9473876953125
Q3-T-012,U05,1,O01,S014,巡航,2121.024528212054,2482.3313187596323,PH-0095,109.2308517,23.0085095,591.9473876953125,109.2835966,23.0052097,591.9473876953125
Q3-T-012,U05,1,O01,S014,下降,2482.3313187596323,2578.710273837757,PH-0096,109.2835966,23.0052097,591.9473876953125,109.2835966,23.0052097,351.0
Q3-T-012,U05,1,O01,S014,投送交接,2578.710273837757,2818.710273837757,PH-0097,109.2835966,23.0052097,351.0,109.2835966,23.0052097,351.0
Q3-T-012,U05,2,S014,O01,爬升,2818.710273837757,2899.0260697361946,PH-0098,109.2835966,23.0052097,351.0,109.2835966,23.0052097,591.9473876953125
Q3-T-012,U05,2,S014,O01,巡航,2899.0260697361946,3260.332860283773,PH-0099,109.2835966,23.0052097,591.9473876953125,109.2308517,23.0085095,591.9473876953125
Q3-T-012,U05,2,S014,O01,下降,3260.332860283773,3446.0318153618978,PH-0100,109.2308517,23.0085095,591.9473876953125,109.2308517,23.0085095,127.7
Q3-T-013,U06,1,O01,S002,爬升,1996.2753989802832,2056.69348369708,PH-0101,109.2308517,23.0085095,127.7,109.2308517,23.0085095,308.9542541503906
Q3-T-013,U06,1,O01,S002,巡航,2056.69348369708,2550.780847369359,PH-0102,109.2308517,23.0085095,308.9542541503906,109.2585519,23.0703271,308.9542541503906
Q3-T-013,U06,1,O01,S002,下降,2550.780847369359,2586.562549029515,PH-0103,109.2585519,23.0703271,308.9542541503906,109.2585519,23.0703271,219.5
Q3-T-013,U06,1,O01,S002,投送交接,2586.562549029515,2796.562549029515,PH-0104,109.2585519,23.0703271,219.5,109.2585519,23.0703271,219.5
Q3-T-013,U06,2,S002,O01,爬升,2796.562549029515,2826.380633746312,PH-0105,109.2585519,23.0703271,219.5,109.2585519,23.0703271,308.9542541503906
Q3-T-013,U06,2,S002,O01,巡航,2826.380633746312,3320.467997418591,PH-0106,109.2585519,23.0703271,308.9542541503906,109.2308517,23.0085095,308.9542541503906
Q3-T-013,U06,2,S002,O01,下降,3320.467997418591,3392.9696990787475,PH-0107,109.2308517,23.0085095,308.9542541503906,109.2308517,23.0085095,127.7
Q3-T-014,U01,1,O01,S001,爬升,2469.215609943235,2517.6678133123755,PH-0108,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219
Q3-T-014,U01,1,O01,S001,巡航,2517.6678133123755,2772.1660502722507,PH-0109,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219
Q3-T-014,U01,1,O01,S001,下降,2772.1660502722507,2807.7886943152193,PH-0110,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0
Q3-T-014,U01,1,O01,S001,投送交接,2807.7886943152193,3017.7886943152193,PH-0111,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0
Q3-T-014,U01,2,S001,O01,爬升,3017.7886943152193,3047.4742310176935,PH-0112,109.2432319,23.0335927,184.0,109.2432319,23.0335927,273.0566101074219
Q3-T-014,U01,2,S001,O01,巡航,3047.4742310176935,3301.9724679775686,PH-0113,109.2432319,23.0335927,273.0566101074219,109.2308517,23.0085095,273.0566101074219
Q3-T-014,U01,2,S001,O01,下降,3301.9724679775686,3360.1151120205373,PH-0114,109.2308517,23.0085095,273.0566101074219,109.2308517,23.0085095,127.7
Q3-T-015,U04,1,O01,S013,爬升,2469.215609943235,2559.7095511867246,PH-0115,109.2308517,23.0085095,127.7,109.2308517,23.0085095,399.18182373046875
Q3-T-015,U04,1,O01,S013,巡航,2559.7095511867246,2963.8130826226006,PH-0116,109.2308517,23.0085095,399.18182373046875,109.2713839,23.0310882,399.18182373046875
Q3-T-015,U04,1,O01,S013,下降,2963.8130826226006,2982.8058121147883,PH-0117,109.2713839,23.0310882,399.18182373046875,109.2713839,23.0310882,351.7
Q3-T-015,U04,1,O01,S013,投送交接,2982.8058121147883,3192.8058121147883,PH-0118,109.2713839,23.0310882,351.7,109.2713839,23.0310882,351.7
Q3-T-015,U04,2,S013,O01,爬升,3192.8058121147883,3208.6330866916114,PH-0119,109.2713839,23.0310882,351.7,109.2713839,23.0310882,399.18182373046875
Q3-T-015,U04,2,S013,O01,巡航,3208.6330866916114,3612.7366181274874,PH-0120,109.2713839,23.0310882,399.18182373046875,109.2308517,23.0085095,399.18182373046875
Q3-T-015,U04,2,S013,O01,下降,3612.7366181274874,3721.329347619675,PH-0121,109.2308517,23.0085095,399.18182373046875,109.2308517,23.0085095,127.7
Q3-T-016,U08,1,O01,S004,爬升,2890.88843086402,2999.104097367926,PH-0122,109.2308517,23.0085095,127.7,109.2308517,23.0085095,398.2391662597656
Q3-T-016,U08,1,O01,S004,巡航,2999.104097367926,3513.417193975737,PH-0123,109.2308517,23.0085095,398.2391662597656,109.2381714,23.0778414,398.2391662597656
Q3-T-016,U08,1,O01,S004,下降,3513.417193975737,3598.38677710562,PH-0124,109.2381714,23.0778414,398.2391662597656,109.2381714,23.0778414,228.3
Q3-T-016,U08,1,O01,S004,投送交接,3598.38677710562,3994.38677710562,PH-0125,109.2381714,23.0778414,228.3,109.2381714,23.0778414,228.3
Q3-T-016,U08,2,S004,O01,爬升,3994.38677710562,4062.362443609526,PH-0126,109.2381714,23.0778414,228.3,109.2381714,23.0778414,398.2391662597656
Q3-T-016,U08,2,S004,O01,巡航,4062.362443609526,4576.675540217337,PH-0127,109.2381714,23.0778414,398.2391662597656,109.2308517,23.0085095,398.2391662597656
Q3-T-016,U08,2,S004,O01,下降,4576.675540217337,4711.945123347219,PH-0128,109.2308517,23.0085095,398.2391662597656,109.2308517,23.0085095,127.7
Q3-T-017,U02,1,O01,S001,爬升,2861.799004154604,2910.2512075237446,PH-0129,109.2308517,23.0085095,127.7,109.2308517,23.0085095,273.0566101074219
Q3-T-017,U02,1,O01,S001,巡航,2910.2512075237446,3164.7494444836198,PH-0130,109.2308517,23.0085095,273.0566101074219,109.2432319,23.0335927,273.0566101074219
Q3-T-017,U02,1,O01,S001,下降,3164.7494444836198,3200.3720885265884,PH-0131,109.2432319,23.0335927,273.0566101074219,109.2432319,23.0335927,184.0
Q3-T-017,U02,1,O01,S001,投送交接,3200.3720885265884,3380.3720885265884,PH-0132,109.2432319,23.0335927,184.0,109.2432319,23.0335927,184.0
Q3-T-017,U02,2,S001,S011,爬升,3380.3720885265884,3411.1680581717706,PH-0133,109.2432319,23.0335927,184.0,109.2432319,23.0335927,276.3879089355469
Q3-T-017,U02,2,S001,S011,巡航,3411.1680581717706,3607.3424297898655,PH-0134,109.2432319,23.0335927,276.3879089355469,109.2203356,23.0319231,276.3879089355469
Q3-T-017,U02,2,S001,S011,下降,3607.3424297898655,3633.0575933640844,PH-0135,109.2203356,23.0319231,276.3879089355469,109.2203356,23.0319231,212.1
Q3-T-017,U02,2,S001,S011,投送交接,3633.0575933640844,3813.0575933640844,PH-0136,109.2203356,23.0319231,212.1,109.2203356,23.0319231,212.1
Q3-T-017,U02,3,S011,O01,爬升,3813.0575933640844,3840.811511821116,PH-0137,109.2203356,23.0319231,212.1,109.2203356,23.0319231,295.36175537109375
Q3-T-017,U02,3,S011,O01,巡航,3840.811511821116,4074.8176978779197,PH-0138,109.2203356,23.0319231,295.36175537109375,109.2308517,23.0085095,295.36175537109375
Q3-T-017,U02,3,S011,O01,下降,4074.8176978779197,4141.882400026358,PH-0139,109.2308517,23.0085095,295.36175537109375,109.2308517,23.0085095,127.7
Q3-T-018,U03,1,O01,S011,爬升,3672.6768982603417,3728.5641500507063,PH-0140,109.2308517,23.0085095,127.7,109.2308517,23.0085095,295.36175537109375
Q3-T-018,U03,1,O01,S011,巡航,3728.5641500507063,3962.5703361075102,PH-0141,109.2308517,23.0085095,295.36175537109375,109.2203356,23.0319231,295.36175537109375
Q3-T-018,U03,1,O01,S011,下降,3962.5703361075102,3995.875038255948,PH-0142,109.2203356,23.0319231,295.36175537109375,109.2203356,23.0319231,212.1
Q3-T-018,U03,1,O01,S011,投送交接,3995.875038255948,4175.875038255948,PH-0143,109.2203356,23.0319231,212.1,109.2203356,23.0319231,212.1
Q3-T-018,U03,2,S011,S008,爬升,4175.875038255948,4242.813872891365,PH-0144,109.2203356,23.0319231,212.1,109.2203356,23.0319231,412.91650390625
Q3-T-018,U03,2,S011,S008,巡航,4242.813872891365,4686.7482125645665,PH-0145,109.2203356,23.0319231,412.91650390625,109.2127472,23.0795113,412.91650390625
Q3-T-018,U03,2,S011,S008,下降,4686.7482125645665,4743.5548141270665,PH-0146,109.2127472,23.0795113,412.91650390625,109.2127472,23.0795113,270.9
Q3-T-018,U03,2,S011,S008,投送交接,4743.5548141270665,4953.5548141270665,PH-0147,109.2127472,23.0795113,270.9,109.2127472,23.0795113,270.9
Q3-T-018,U03,3,S008,O01,爬升,4953.5548141270665,4987.55792488553,PH-0148,109.2127472,23.0795113,270.9,109.2127472,23.0795113,372.9093322753906
Q3-T-018,U03,3,S008,O01,巡航,4987.55792488553,5660.810684254129,PH-0149,109.2127472,23.0795113,372.9093322753906,109.2308517,23.0085095,372.9093322753906
Q3-T-018,U03,3,S008,O01,下降,5660.810684254129,5758.894417164285,PH-0150,109.2308517,23.0085095,372.9093322753906,109.2308517,23.0085095,127.7
Q3-T-019,U06,1,O01,S005,爬升,3782.9696990787475,3849.2066619693724,PH-0151,109.2308517,23.0085095,127.7,109.2308517,23.0085095,326.410888671875
Q3-T-019,U06,1,O01,S005,巡航,3849.2066619693724,4201.247124427576,PH-0152,109.2308517,23.0085095,326.410888671875,109.2283003,23.0561338,326.410888671875
Q3-T-019,U06,1,O01,S005,下降,4201.247124427576,4253.811479896326,PH-0153,109.2283003,23.0561338,326.410888671875,109.2283003,23.0561338,195.0
Q3-T-019,U06,1,O01,S005,投送交接,4253.811479896326,4463.811479896326,PH-0154,109.2283003,23.0561338,195.0,109.2283003,23.0561338,195.0
Q3-T-019,U06,2,S005,S008,爬升,4463.811479896326,4521.073870033045,PH-0155,109.2283003,23.0561338,195.0,109.2283003,23.0561338,366.78717041015625
Q3-T-019,U06,2,S005,S008,巡航,4521.073870033045,4723.751899102709,PH-0156,109.2283003,23.0561338,366.78717041015625,109.2127472,23.0795113,366.78717041015625
Q3-T-019,U06,2,S005,S008,下降,4723.751899102709,4762.106767266771,PH-0157,109.2127472,23.0795113,366.78717041015625,109.2127472,23.0795113,270.9
Q3-T-019,U06,2,S005,S008,投送交接,4762.106767266771,4942.106767266771,PH-0158,109.2127472,23.0795113,270.9,109.2127472,23.0795113,270.9
Q3-T-019,U06,3,S008,O01,爬升,4942.106767266771,4976.109878025235,PH-0159,109.2127472,23.0795113,270.9,109.2127472,23.0795113,372.9093322753906
Q3-T-019,U06,3,S008,O01,巡航,4976.109878025235,5514.712085520114,PH-0160,109.2127472,23.0795113,372.9093322753906,109.2308517,23.0085095,372.9093322753906
Q3-T-019,U06,3,S008,O01,下降,5514.712085520114,5612.79581843027,PH-0161,109.2308517,23.0085095,372.9093322753906,109.2308517,23.0085095,127.7
Q3-T-020,U01,1,O01,S003,爬升,4088.7626161436283,4233.46399553816,PH-0162,109.2308517,23.0085095,127.7,109.2308517,23.0085095,561.8041381835938
Q3-T-020,U01,1,O01,S003,巡航,4233.46399553816,4838.728933584476,PH-0163,109.2308517,23.0085095,561.8041381835938,109.1688578,23.0402714,561.8041381835938
Q3-T-020,U01,1,O01,S003,下降,4838.728933584476,4928.050588857914,PH-0164,109.1688578,23.0402714,561.8041381835938,109.1688578,23.0402714,338.5
Q3-T-020,U01,1,O01,S003,投送交接,4928.050588857914,5138.050588857914,PH-0165,109.1688578,23.0402714,338.5,109.1688578,23.0402714,338.5
Q3-T-020,U01,2,S003,S015,爬升,5138.050588857914,5187.850210439945,PH-0166,109.1688578,23.0402714,338.5,109.1688578,23.0402714,487.89886474609375
Q3-T-020,U01,2,S003,S015,巡航,5187.850210439945,5405.880785514213,PH-0167,109.1688578,23.0402714,487.89886474609375,109.1923786,23.0494548,487.89886474609375
Q3-T-020,U01,2,S003,S015,下降,5405.880785514213,5411.24033141265,PH-0168,109.1923786,23.0494548,487.89886474609375,109.1923786,23.0494548,474.5
