运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号
Q3-T-003,巡航,1569.894877621562,1580.5697818950225,中继,Q3-R-002@K2-G1
Q3-T-003,巡航·边界点,1580.5697818950225,1580.5697818950225,中继,Q3-R-002@K2-G1
Q3-T-003,巡航,1580.5697818950225,1635.7828879472008,中继,Q3-R-002@K2-G1
Q3-T-003,巡航·边界点,1635.7828879472008,1635.7828879472008,中继,Q3-R-002@K2-G1
Q3-T-003,巡航,1635.7828879472008,1639.798127904675,中继,Q3-R-002@K2-G1
Q3-T-003,巡航·边界点,1639.798127904675,1639.798127904675,直连,
Q3-T-003,巡航,1639.798127904675,1711.86707161277,直连,
Q3-T-003,巡航·边界点,1711.86707161277,1711.86707161277,直连,
Q3-T-003,巡航,1711.86707161277,1812.3143365173619,直连,
Q3-T-003,巡航·边界点,1812.3143365173619,1812.3143365173619,直连,
Q3-T-003,巡航,1812.3143365173619,1820.2361023886092,直连,
Q3-T-003,巡航·边界点,1820.2361023886092,1820.2361023886092,直连,
Q3-T-003,巡航,1820.2361023886092,1968.6027819252272,直连,
Q3-T-003,巡航·边界点,1968.6027819252272,1968.6027819252272,直连,
Q3-T-003,下降,1968.6027819252272,2058.1795533972904,直连,
Q3-T-003,下降·边界点,2058.1795533972904,2058.1795533972904,直连,
Q3-T-003,下降,2058.1795533972904,2069.3541359507435,直连,
Q3-T-003,下降·边界点,2069.3541359507435,2069.3541359507435,直连,
Q3-T-003,下降,2069.3541359507435,2079.0881260891533,直连,
Q3-T-003,下降·边界点,2079.0881260891533,2079.0881260891533,直连,
Q3-T-003,下降,2079.0881260891533,2080.2542088664936,直连,
Q3-T-003,下降·边界点,2080.2542088664936,2080.2542088664936,直连,
Q3-T-003,下降,2080.2542088664936,2091.3671801145865,直连,
Q3-T-003,下降·边界点,2091.3671801145865,2091.3671801145865,直连,
Q3-T-003,下降,2091.3671801145865,2091.77739618304,直连,
Q3-T-003,下降·边界点,2091.77739618304,2091.77739618304,直连,
Q3-T-004,爬升·边界点,360.0,360.0,直连,
Q3-T-004,爬升,360.0,360.34184672371094,直连,
Q3-T-004,爬升·边界点,360.34184672371094,360.34184672371094,直连,
Q3-T-004,爬升,360.34184672371094,369.60265609712184,直连,
Q3-T-004,爬升·边界点,369.60265609712184,369.60265609712184,直连,
Q3-T-004,爬升,369.60265609712184,370.5743917449054,直连,
Q3-T-004,爬升·边界点,370.5743917449054,370.5743917449054,直连,
Q3-T-004,爬升,370.5743917449054,378.6860501935803,直连,
Q3-T-004,爬升·边界点,378.6860501935803,378.6860501935803,直连,
Q3-T-004,爬升,378.6860501935803,387.99820232145794,直连,
Q3-T-004,爬升·边界点,387.99820232145794,387.99820232145794,直连,
Q3-T-004,爬升,387.99820232145794,408.45220336914065,直连,
Q3-T-004,爬升·边界点,408.45220336914065,408.45220336914065,直连,
Q3-T-004,巡航,408.45220336914065,542.4228357746762,直连,
Q3-T-004,巡航·边界点,542.4228357746762,542.4228357746762,直连,
Q3-T-004,巡航,542.4228357746762,595.2985493120008,直连,
Q3-T-004,巡航·边界点,595.2985493120008,595.2985493120008,直连,
Q3-T-004,巡航,595.2985493120008,607.6266838664694,直连,
Q3-T-004,巡航·边界点,607.6266838664694,607.6266838664694,直连,
Q3-T-004,巡航,607.6266838664694,662.9504403290156,直连,
Q3-T-004,巡航·边界点,662.9504403290156,662.9504403290156,直连,
Q3-T-004,下降,662.9504403290156,688.4143651774021,直连,
Q3-T-004,下降·边界点,688.4143651774021,688.4143651774021,直连,
Q3-T-004,下降,688.4143651774021,694.3842982433409,直连,
Q3-T-004,下降·边界点,694.3842982433409,694.3842982433409,直连,
Q3-T-004,下降,694.3842982433409,697.0820771027705,直连,
Q3-T-004,下降·边界点,697.0820771027705,697.0820771027705,直连,
Q3-T-004,下降,697.0820771027705,698.5730843719844,直连,
Q3-T-004,下降·边界点,698.5730843719844,698.5730843719844,直连,
Q3-T-004,投送交接,698.5730843719844,744.679230704014,直连,
Q3-T-004,投送交接·边界点,744.679230704014,744.679230704014,直连,
Q3-T-004,投送交接,744.679230704014,864.805648987166,直连,
Q3-T-004,投送交接·边界点,864.805648987166,864.805648987166,直连,
Q3-T-004,投送交接,864.805648987166,908.5730843719844,直连,
Q3-T-004,投送交接·边界点,908.5730843719844,908.5730843719844,直连,
Q3-T-004,爬升,908.5730843719844,909.8155904296625,直连,
Q3-T-004,爬升·边界点,909.8155904296625,909.8155904296625,直连,
Q3-T-004,爬升,909.8155904296625,912.0637394791872,直连,
Q3-T-004,爬升·边界点,912.0637394791872,912.0637394791872,直连,
Q3-T-004,爬升,912.0637394791872,917.0386837008028,直连,
Q3-T-004,爬升·边界点,917.0386837008028,917.0386837008028,直连,
Q3-T-004,爬升,917.0386837008028,938.2586210744583,直连,
Q3-T-004,爬升·边界点,938.2586210744583,938.2586210744583,直连,
Q3-T-004,巡航,938.2586210744583,993.5823775370045,直连,
Q3-T-004,巡航·边界点,993.5823775370045,993.5823775370045,直连,
Q3-T-004,巡航,993.5823775370045,1005.910512091473,直连,
Q3-T-004,巡航·边界点,1005.910512091473,1005.910512091473,直连,
Q3-T-004,巡航,1005.910512091473,1058.7862256287979,直连,
Q3-T-004,巡航·边界点,1058.7862256287979,1058.7862256287979,直连,
Q3-T-004,巡航,1058.7862256287979,1192.7568580343334,直连,
Q3-T-004,巡航·边界点,1192.7568580343334,1192.7568580343334,直连,
Q3-T-004,下降,1192.7568580343334,1217.3016592915526,直连,
Q3-T-004,下降·边界点,1217.3016592915526,1217.3016592915526,直连,
Q3-T-004,下降,1217.3016592915526,1225.977956606348,直连,
Q3-T-004,下降·边界点,1225.977956606348,1225.977956606348,直连,
Q3-T-004,下降,1225.977956606348,1228.476241845006,直连,
Q3-T-004,下降·边界点,1228.476241845006,1228.476241845006,直连,
Q3-T-004,下降,1228.476241845006,1238.2102319834157,直连,
Q3-T-004,下降·边界点,1238.2102319834157,1238.2102319834157,直连,
Q3-T-004,下降,1238.2102319834157,1239.376314760756,直连,
Q3-T-004,下降·边界点,1239.376314760756,1239.376314760756,直连,
Q3-T-004,下降,1239.376314760756,1250.4892860088491,直连,
Q3-T-004,下降·边界点,1250.4892860088491,1250.4892860088491,直连,
Q3-T-004,下降,1250.4892860088491,1250.8995020773023,直连,
Q3-T-004,下降·边界点,1250.8995020773023,1250.8995020773023,直连,
Q3-T-005,爬升·边界点,360.0,360.0,直连,
Q3-T-005,爬升,360.0,360.34184672371094,直连,
Q3-T-005,爬升·边界点,360.34184672371094,360.34184672371094,直连,
Q3-T-005,爬升,360.34184672371094,369.60265609712184,直连,
Q3-T-005,爬升·边界点,369.60265609712184,369.60265609712184,直连,
Q3-T-005,爬升,369.60265609712184,370.5743917449054,直连,
Q3-T-005,爬升·边界点,370.5743917449054,370.5743917449054,直连,
Q3-T-005,爬升,370.5743917449054,378.6860501935803,直连,
Q3-T-005,爬升·边界点,378.6860501935803,378.6860501935803,直连,
Q3-T-005,爬升,378.6860501935803,387.99820232145794,直连,
Q3-T-005,爬升·边界点,387.99820232145794,387.99820232145794,直连,
Q3-T-005,爬升,387.99820232145794,488.0910583496094,直连,
Q3-T-005,爬升·边界点,488.0910583496094,488.0910583496094,直连,
Q3-T-005,巡航,488.0910583496094,534.8765890021349,直连,
Q3-T-005,巡航·边界点,534.8765890021349,534.8765890021349,直连,
Q3-T-005,巡航,534.8765890021349,593.6038086148992,直连,
Q3-T-005,巡航·边界点,593.6038086148992,593.6038086148992,直连,
Q3-T-005,巡航,593.6038086148992,738.0826087507219,直连,
Q3-T-005,巡航·边界点,738.0826087507219,738.0826087507219,直连,
Q3-T-005,巡航,738.0826087507219,742.895688322179,直连,
Q3-T-005,巡航·边界点,742.895688322179,742.895688322179,直连,
Q3-T-005,巡航,742.895688322179,744.679230704014,直连,
Q3-T-005,巡航·边界点,744.679230704014,744.679230704014,直连,
Q3-T-005,巡航,744.679230704014,750.7088541594214,直连,
Q3-T-005,巡航·边界点,750.7088541594214,750.7088541594214,直连,
Q3-T-005,巡航,750.7088541594214,790.3884294706104,中继,Q3-R-001@K2-G1
Q3-T-005,巡航·边界点,790.3884294706104,790.3884294706104,中继,Q3-R-001@K2-G1
Q3-T-005,下降,790.3884294706104,795.1750902401337,中继,Q3-R-001@K2-G1
Q3-T-005,下降·边界点,795.1750902401337,795.1750902401337,中继,Q3-R-001@K2-G1
Q3-T-005,下降,795.1750902401337,844.7310847644897,中继,Q3-R-001@K2-G1
Q3-T-005,下降·边界点,844.7310847644897,844.7310847644897,中继,Q3-R-001@K2-G1
Q3-T-005,下降,844.7310847644897,855.0413130882181,中继,Q3-R-001@K2-G1
Q3-T-005,下降·边界点,855.0413130882181,855.0413130882181,中继,Q3-R-001@K2-G1
Q3-T-005,下降,855.0413130882181,855.7776994901417,中继,Q3-R-001@K2-G1
Q3-T-005,下降·边界点,855.7776994901417,855.7776994901417,中继,Q3-R-001@K2-G1
Q3-T-005,投送交接,855.7776994901417,864.805648987166,中继,Q3-R-001@K2-G1
Q3-T-005,投送交接·边界点,864.805648987166,864.805648987166,中继,Q3-R-001@K2-G1
Q3-T-005,投送交接,864.805648987166,1065.7776994901417,中继,Q3-R-001@K2-G1
Q3-T-005,投送交接·边界点,1065.7776994901417,1065.7776994901417,中继,Q3-R-001@K2-G1
Q3-T-005,爬升,1065.7776994901417,1066.391354825078,中继,Q3-R-001@K2-G1
Q3-T-005,爬升·边界点,1066.391354825078,1066.391354825078,中继,Q3-R-001@K2-G1
Q3-T-005,爬升,1066.391354825078,1074.9832117615183,中继,Q3-R-001@K2-G1
Q3-T-005,爬升·边界点,1074.9832117615183,1074.9832117615183,中继,Q3-R-001@K2-G1
Q3-T-005,爬升,1074.9832117615183,1116.2798738651484,中继,Q3-R-001@K2-G1
Q3-T-005,爬升·边界点,1116.2798738651484,1116.2798738651484,中继,Q3-R-001@K2-G1
Q3-T-005,爬升,1116.2798738651484,1120.268757839751,中继,Q3-R-001@K2-G1
Q3-T-005,爬升·边界点,1120.268757839751,1120.268757839751,中继,Q3-R-001@K2-G1
Q3-T-005,巡航,1120.268757839751,1159.94833315094,中继,Q3-R-001@K2-G1
Q3-T-005,巡航·边界点,1159.94833315094,1159.94833315094,直连,
