resource_type,resource_id,trip_id,phase,start_s,end_s
drone,U03,Q3-T-014,climb,3192.8058121147883,3208.6330866916114
drone,U03,Q3-T-014,cruise,3208.6330866916114,3612.7366181274874
drone,U03,Q3-T-014,descent,3612.7366181274874,3721.329347619675
drone,U01,Q3-T-015,prepare_load,2405.279380363042,2765.279380363042
drone,U01,Q3-T-015,climb,2765.279380363042,2813.7315837321826
drone,U01,Q3-T-015,cruise,2813.7315837321826,3068.2298206920577
drone,U01,Q3-T-015,descent,3068.2298206920577,3103.8524647350264
drone,U01,Q3-T-015,handoff,3103.8524647350264,3313.8524647350264
drone,U01,Q3-T-015,climb,3313.8524647350264,3343.5380014375005
drone,U01,Q3-T-015,cruise,3343.5380014375005,3598.0362383973757
drone,U01,Q3-T-015,descent,3598.0362383973757,3656.1788824403443
drone,U08,Q3-T-016,prepare_load,2476.88843086402,2956.88843086402
drone,U08,Q3-T-016,climb,2956.88843086402,3065.104097367926
drone,U08,Q3-T-016,cruise,3065.104097367926,3579.417193975737
drone,U08,Q3-T-016,descent,3579.417193975737,3664.38677710562
drone,U08,Q3-T-016,handoff,3664.38677710562,4060.38677710562
drone,U08,Q3-T-016,climb,4060.38677710562,4128.362443609526
drone,U08,Q3-T-016,cruise,4128.362443609526,4642.675540217337
drone,U08,Q3-T-016,descent,4642.675540217337,4777.945123347219
drone,U02,Q3-T-017,prepare_load,3260.888046441056,3650.888046441056
drone,U02,Q3-T-017,climb,3650.888046441056,3706.7752982314205
drone,U02,Q3-T-017,cruise,3706.7752982314205,3940.7814842882244
drone,U02,Q3-T-017,descent,3940.7814842882244,3974.086186436662
drone,U02,Q3-T-017,handoff,3974.086186436662,4154.086186436662
drone,U02,Q3-T-017,climb,4154.086186436662,4221.025021072078
drone,U02,Q3-T-017,cruise,4221.025021072078,4664.95936074528
drone,U02,Q3-T-017,descent,4664.95936074528,4721.76596230778
drone,U02,Q3-T-017,handoff,4721.76596230778,4931.76596230778
drone,U02,Q3-T-017,climb,4931.76596230778,4965.769073066243
drone,U02,Q3-T-017,cruise,4965.769073066243,5639.0218324348425
drone,U02,Q3-T-017,descent,5639.0218324348425,5737.1055653449985
drone,U06,Q3-T-018,prepare_load,3392.9696990787475,3782.9696990787475
drone,U06,Q3-T-018,climb,3782.9696990787475,3849.2066619693724
drone,U06,Q3-T-018,cruise,3849.2066619693724,4201.247124427576
drone,U06,Q3-T-018,descent,4201.247124427576,4253.811479896326
drone,U06,Q3-T-018,handoff,4253.811479896326,4463.811479896326
drone,U06,Q3-T-018,climb,4463.811479896326,4521.073870033045
drone,U06,Q3-T-018,cruise,4521.073870033045,4723.751899102709
drone,U06,Q3-T-018,descent,4723.751899102709,4762.106767266771
drone,U06,Q3-T-018,handoff,4762.106767266771,4942.106767266771
drone,U06,Q3-T-018,climb,4942.106767266771,4976.109878025235
