service_id,model_id,reserve_fraction,max_safe_payload_kg,limiting_factor,empty_trip_energy_kwh,rated_payload_trip_energy_kwh,energy_budget_kwh,full_payload_reserve_threshold
S010,B,0.2,30.0,rated_payload,1.4634266266134643,2.0110147024885303,3.2,0.4972463243778674
S010,C,0.2,80.0,rated_payload,3.048001816708691,4.8587491290527485,6.4,0.39265635886840644
S011,A,0.2,25.0,rated_payload,1.0773840288682708,1.219611198623189,3.6,0.7289752891948469
S011,B,0.2,30.0,rated_payload,0.8640358497902857,1.1839375412901267,3.2,0.7040156146774683
S011,C,0.2,80.0,rated_payload,1.7944280191744035,2.8532189205132936,6.4,0.6433476349358382
S012,A,0.2,25.0,rated_payload,2.771609930289653,3.1312050670032456,3.6,0.30417665177705655
S012,B,0.2,30.0,rated_payload,2.214671053330072,3.038937061322884,3.2,0.24026573466927903
S012,C,0.2,68.11719340245507,energy,4.658869188810118,7.3983398392068604,6.4,0.07520752009914244
S013,A,0.2,25.0,rated_payload,1.8302304721268365,2.0741334613822624,3.6,0.5390814530261638
S013,B,0.2,30.0,rated_payload,1.4639650943665805,2.014351276377342,3.2,0.4964121809056645
S013,C,0.2,80.0,rated_payload,3.068531652662166,4.8914839898359554,6.4,0.38856450127050557
S014,A,0.2,25.0,rated_payload,2.137884312576034,2.4256925813161256,3.6,0.46095720415197206
S014,B,0.2,30.0,rated_payload,1.7219404857073681,2.35532353551769,3.2,0.4111691161205775
S014,C,0.2,80.0,rated_payload,3.521700352039938,5.60776224737396,6.4,0.29902971907825504
S015,A,0.2,25.0,rated_payload,2.3068108780111825,2.619252919750979,3.6,0.41794379561089356
S015,B,0.2,30.0,rated_payload,1.850154356674541,2.5444405875398317,3.2,0.3638898531150421
S015,C,0.2,80.0,rated_payload,3.841309932619819,6.132987718342666,6.4,0.23337653520716672
S001,A,0.25,25.0,rated_payload,1.1615356083277455,1.3127180160965892,3.375,0.7082848853118691
S001,B,0.25,30.0,rated_payload,0.9302326639048648,1.2739487146258892,3.0,0.6815128213435278
S001,C,0.25,80.0,rated_payload,1.9413861017800969,3.0816969508470398,6.0,0.6147878811441201
S002,A,0.25,25.0,rated_payload,2.739790719328048,3.0904496148957192,3.375,0.31323341891206236
S002,B,0.25,30.0,rated_payload,2.1841134458433844,2.998762333280492,3.0,0.25030941667987705
S002,C,0.25,62.01541844265469,energy,4.63242293374499,7.347773113803224,6.0,0.08152836077459702
S003,A,0.25,25.0,rated_payload,2.788912072244866,3.1568292282534296,3.375,0.2984823937214601
S003,B,0.25,29.036514106422242,energy,2.236921074623237,3.0644077594676205,3.0,0.2338980601330949
S003,C,0.25,61.14451336517845,energy,4.643567502378621,7.382299706399966,6.0,0.07721253670000428
S004,A,0.25,25.0,rated_payload,2.893986891026764,3.266746121100156,3.375,0.2740564175332987
S004,B,0.25,27.41211402471302,energy,2.3125597141391614,3.1698518015231736,3.0,0.2075370496192066
S004,C,0.25,55.661187029812844,energy,4.86403496768026,7.715326427745843,6.0,0.035584196531769585
S005,A,0.25,25.0,rated_payload,1.9884778431469632,2.2449067932100992,3.375,0.5011318237310891
S005,B,0.25,30.0,rated_payload,1.5899570888454893,2.1782983689950774,3.0,0.45542540775123064
S005,C,0.25,80.0,rated_payload,3.3369386727949415,5.292706404246814,6.0,0.3384116994691483
S006,A,0.25,25.0,rated_payload,1.2237841813318802,1.3897202893689586,3.375,0.6911732690291204
S006,B,0.25,30.0,rated_payload,0.9816123425709354,1.3500598782682744,3.0,0.6624850304329314
S006,C,0.25,80.0,rated_payload,2.0373830897441003,3.2533316961761063,6.0,0.5933335379779867
S007,A,0.25,25.0,rated_payload,1.7775205488883052,2.0179304550202604,3.375,0.5515710099954977
S007,B,0.25,30.0,rated_payload,1.4303095678652682,1.959775645345784,3.0,0.510056088663554
S007,C,0.25,80.0,rated_payload,2.935344709942727,4.67944916321055,6.0,0.41506885459868126
S008,A,0.25,24.56276461328983,energy,3.000440754171044,3.387198474454061,3.375,0.24728922789909757
S008,B,0.25,25.480502829483022,energy,2.3937133776982717,3.28716554458381,3.0,0.17820861385404752
S008,C,0.25,49.70458580111869,energy,5.063570105647242,8.037979775028692,6.0,-0.0047474718785864845
S009,A,0.25,25.0,rated_payload,2.114457124007046,2.3868506711346282,3.375,0.4695887397478604
S009,B,0.25,30.0,rated_payload,1.686317431267373,2.3163773915300507,3.0,0.4209056521174873
S009,C,0.25,80.0,rated_payload,3.5713767974293753,5.669496029358936,6.0,0.29131299633013297
S010,A,0.25,25.0,rated_payload,1.8262637901312624,2.070702414692441,3.375,0.5398439078461241
S010,B,0.25,30.0,rated_payload,1.4634266266134643,2.0110147024885303,3.0,0.4972463243778674
S010,C,0.25,80.0,rated_payload,3.048001816708691,4.8587491290527485,6.0,0.39265635886840644
S011,A,0.25,25.0,rated_payload,1.0773840288682708,1.219611198623189,3.375,0.7289752891948469
S011,B,0.25,30.0,rated_payload,0.8640358497902857,1.1839375412901267,3.0,0.7040156146774683
S011,C,0.25,80.0,rated_payload,1.7944280191744035,2.8532189205132936,6.0,0.6433476349358382
S012,A,0.25,25.0,rated_payload,2.771609930289653,3.1312050670032456,3.375,0.30417665177705655
S012,B,0.25,29.432468387621256,energy,2.214671053330072,3.038937061322884,3.0,0.24026573466927903
S012,C,0.25,61.08549136484465,energy,4.658869188810118,7.3983398392068604,6.0,0.07520752009914244
S013,A,0.25,25.0,rated_payload,1.8302304721268365,2.0741334613822624,3.375,0.5390814530261638
S013,B,0.25,30.0,rated_payload,1.4639650943665805,2.014351276377342,3.0,0.4964121809056645
S013,C,0.25,80.0,rated_payload,3.068531652662166,4.8914839898359554,6.0,0.38856450127050557
S014,A,0.25,25.0,rated_payload,2.137884312576034,2.4256925813161256,3.375,0.46095720415197206
S014,B,0.25,30.0,rated_payload,1.7219404857073681,2.35532353551769,3.0,0.4111691161205775
S014,C,0.25,80.0,rated_payload,3.521700352039938,5.60776224737396,6.0,0.29902971907825504
S015,A,0.25,25.0,rated_payload,2.3068108780111825,2.619252919750979,3.375,0.41794379561089356
S015,B,0.25,30.0,rated_payload,1.850154356674541,2.5444405875398317,3.0,0.3638898531150421
S015,C,0.25,78.45461159776482,energy,3.841309932619819,6.132987718342666,6.0,0.23337653520716672
S001,A,0.3,25.0,rated_payload,1.1615356083277455,1.3127180160965892,3.15,0.7082848853118691
S001,B,0.3,30.0,rated_payload,0.9302326639048648,1.2739487146258892,2.8,0.6815128213435278
S001,C,0.3,80.0,rated_payload,1.9413861017800969,3.0816969508470398,5.6,0.6147878811441201
S002,A,0.3,25.0,rated_payload,2.739790719328048,3.0904496148957192,3.15,0.31323341891206236
S002,B,0.3,26.74592803589713,energy,2.1841134458433844,2.998762333280492,2.8,0.25030941667987705
S002,C,0.3,52.95160843213157,energy,4.63242293374499,7.347773113803224,5.6,0.08152836077459702
S003,A,0.3,24.737296671717058,energy,2.788912072244866,3.1568292282534296,3.15,0.2984823937214601
S003,B,0.3,25.42655150508271,energy,2.236921074623237,3.0644077594676205,2.8,0.2338980601330949
S003,C,0.3,51.79576181352982,energy,4.643567502378621,7.382299706399966,5.6,0.07721253670000428
S004,A,0.3,20.169042307680208,energy,2.893986891026764,3.266746121100156,3.15,0.2740564175332987
S004,B,0.3,23.44181088105457,energy,2.3125597141391614,3.1698518015231736,2.8,0.2075370496192066
S004,C,0.3,44.747125468908855,energy,4.86403496768026,7.715326427745843,5.6,0.035584196531769585
S005,A,0.3,25.0,rated_payload,1.9884778431469632,2.2449067932100992,3.15,0.5011318237310891
S005,B,0.3,30.0,rated_payload,1.5899570888454893,2.1782983689950774,2.8,0.45542540775123064
S005,C,0.3,80.0,rated_payload,3.3369386727949415,5.292706404246814,5.6,0.3384116994691483
S006,A,0.3,25.0,rated_payload,1.2237841813318802,1.3897202893689586,3.15,0.6911732690291204
S006,B,0.3,30.0,rated_payload,0.9816123425709354,1.3500598782682744,2.8,0.6624850304329314
S006,C,0.3,80.0,rated_payload,2.0373830897441003,3.2533316961761063,5.6,0.5933335379779867
S007,A,0.3,25.0,rated_payload,1.7775205488883052,2.0179304550202604,3.15,0.5515710099954977
S007,B,0.3,30.0,rated_payload,1.4303095678652682,1.959775645345784,2.8,0.510056088663554
S007,C,0.3,80.0,rated_payload,2.935344709942727,4.67944916321055,5.6,0.41506885459868126
S008,A,0.3,14.213146173227582,energy,3.000440754171044,3.387198474454061,3.15,0.24728922789909757
S008,B,0.3,21.00082689011414,energy,2.3937133776982717,3.28716554458381,2.8,0.17820861385404752
S008,C,0.3,36.81374103762393,energy,5.063570105647242,8.037979775028692,5.6,-0.0047474718785864845
S009,A,0.3,25.0,rated_payload,2.114457124007046,2.3868506711346282,3.15,0.4695887397478604
S009,B,0.3,30.0,rated_payload,1.686317431267373,2.3163773915300507,2.8,0.4209056521174873
S009,C,0.3,79.15353430894584,energy,3.5713767974293753,5.669496029358936,5.6,0.29131299633013297
S010,A,0.3,25.0,rated_payload,1.8262637901312624,2.070702414692441,3.15,0.5398439078461241
S010,B,0.3,30.0,rated_payload,1.4634266266134643,2.0110147024885303,2.8,0.4972463243778674
S010,C,0.3,80.0,rated_payload,3.048001816708691,4.8587491290527485,5.6,0.39265635886840644
S011,A,0.3,25.0,rated_payload,1.0773840288682708,1.219611198623189,3.15,0.7289752891948469
S011,B,0.3,30.0,rated_payload,0.8640358497902857,1.1839375412901267,2.8,0.7040156146774683
S011,C,0.3,80.0,rated_payload,1.7944280191744035,2.8532189205132936,5.6,0.6433476349358382
S012,A,0.3,25.0,rated_payload,2.771609930289653,3.1312050670032456,3.15,0.30417665177705655
S012,B,0.3,25.984083793824347,energy,2.214671053330072,3.038937061322884,2.8,0.24026573466927903
S012,C,0.3,51.75593625921563,energy,4.658869188810118,7.3983398392068604,5.6,0.07520752009914244
S013,A,0.3,25.0,rated_payload,1.8302304721268365,2.0741334613822624,3.15,0.5390814530261638
S013,B,0.3,30.0,rated_payload,1.4639650943665805,2.014351276377342,2.8,0.4964121809056645
S013,C,0.3,80.0,rated_payload,3.068531652662166,4.8914839898359554,5.6,0.38856450127050557
S014,A,0.3,25.0,rated_payload,2.137884312576034,2.4256925813161256,3.15,0.46095720415197206
S014,B,0.3,30.0,rated_payload,1.7219404857073681,2.35532353551769,2.8,0.4111691161205775
S014,C,0.3,79.90369786931484,energy,3.521700352039938,5.60776224737396,5.6,0.29902971907825504
S015,A,0.3,25.0,rated_payload,2.3068108780111825,2.619252919750979,3.15,0.41794379561089356
S015,B,0.3,30.0,rated_payload,1.850154356674541,2.5444405875398317,2.8,0.3638898531150421
S015,C,0.3,73.00767743029279,energy,3.841309932619819,6.132987718342666,5.6,0.23337653520716672
S001,A,0.35,25.0,rated_payload,1.1615356083277455,1.3127180160965892,2.9250000000000003,0.7082848853118691
S001,B,0.35,30.0,rated_payload,0.9302326639048648,1.2739487146258892,2.6,0.6815128213435278
S001,C,0.35,80.0,rated_payload,1.9413861017800969,3.0816969508470398,5.2,0.6147878811441201
S002,A,0.35,17.287024760803813,energy,2.739790719328048,3.0904496148957192,2.9250000000000003,0.31323341891206236
S002,B,0.35,22.291312975721656,energy,2.1841134458433844,2.998762333280492,2.6,0.25030941667987705
S002,C,0.35,40.15340848583259,energy,4.63242293374499,7.347773113803224,5.2,0.08152836077459702
S003,A,0.35,13.578945474541028,energy,2.788912072244866,3.1568292282534296,2.9250000000000003,0.2984823937214601
S003,B,0.35,20.43970627308011,energy,2.236921074623237,3.0644077594676205,2.6,0.2338980601330949
S003,C,0.35,38.63544912290189,energy,4.643567502378621,7.382299706399966,5.2,0.07721253670000428
S004,A,0.35,5.068367872471066,energy,2.893986891026764,3.266746121100156,2.9250000000000003,0.2740564175332987
S004,B,0.35,17.826130743016147,energy,2.3125597141391614,3.1698518015231736,2.6,0.2075370496192066
S004,C,0.35,28.492678858193766,energy,4.86403496768026,7.715326427745843,5.2,0.035584196531769585
S005,A,0.35,25.0,rated_payload,1.9884778431469632,2.2449067932100992,2.9250000000000003,0.5011318237310891
S005,B,0.35,30.0,rated_payload,1.5899570888454893,2.1782983689950774,2.6,0.45542540775123064
S005,C,0.35,78.77152305215343,energy,3.3369386727949415,5.292706404246814,5.2,0.3384116994691483
S006,A,0.35,25.0,rated_payload,1.2237841813318802,1.3897202893689586,2.9250000000000003,0.6911732690291204
S006,B,0.35,30.0,rated_payload,0.9816123425709354,1.3500598782682744,2.6,0.6624850304329314
S006,C,0.35,80.0,rated_payload,2.0373830897441003,3.2533316961761063,5.2,0.5933335379779867
S007,A,0.35,25.0,rated_payload,1.7775205488883052,2.0179304550202604,2.9250000000000003,0.5515710099954977
S007,B,0.35,30.0,rated_payload,1.4303095678652682,1.959775645345784,2.6,0.510056088663554
S007,C,0.35,80.0,rated_payload,2.935344709942727,4.67944916321055,5.2,0.41506885459868126
S008,A,0.35,,empty_trip_infeasible,3.000440754171044,3.387198474454061,2.9250000000000003,0.24728922789909757
S008,B,0.35,14.444891035406412,energy,2.3937133776982717,3.28716554458381,2.6,0.17820861385404752
S008,C,0.35,15.682762263215213,energy,5.063570105647242,8.037979775028692,5.2,-0.0047474718785864845
S009,A,0.35,25.0,rated_payload,2.114457124007046,2.3868506711346282,2.9250000000000003,0.4695887397478604
S009,B,0.35,30.0,rated_payload,1.686317431267373,2.3163773915300507,2.6,0.4209056521174873
S009,C,0.35,73.49184404236215,energy,3.5713767974293753,5.669496029358936,5.2,0.29131299633013297
S010,A,0.35,25.0,rated_payload,1.8262637901312624,2.070702414692441,2.9250000000000003,0.5398439078461241
S010,B,0.35,30.0,rated_payload,1.4634266266134643,2.0110147024885303,2.6,0.4972463243778674
S010,C,0.35,80.0,rated_payload,3.048001816708691,4.8587491290527485,5.2,0.39265635886840644
S011,A,0.35,25.0,rated_payload,1.0773840288682708,1.219611198623189,2.9250000000000003,0.7289752891948469
S011,B,0.35,30.0,rated_payload,0.8640358497902857,1.1839375412901267,2.6,0.7040156146774683
S011,C,0.35,80.0,rated_payload,1.7944280191744035,2.8532189205132936,5.2,0.6433476349358382
S012,A,0.35,15.052832975041648,energy,2.771609930289653,3.1312050670032456,2.9250000000000003,0.30417665177705655
S012,B,0.35,21.251248498305763,energy,2.214671053330072,3.038937061322884,2.6,0.24026573466927903
S012,C,0.35,38.545691785204575,energy,4.658869188810118,7.3983398392068604,5.2,0.07520752009914244
S013,A,0.35,25.0,rated_payload,1.8302304721268365,2.0741334613822624,2.9250000000000003,0.5390814530261638
S013,B,0.35,30.0,rated_payload,1.4639650943665805,2.014351276377342,2.6,0.4964121809056645
S013,C,0.35,80.0,rated_payload,3.068531652662166,4.8914839898359554,5.2,0.38856450127050557
S014,A,0.35,25.0,rated_payload,2.137884312576034,2.4256925813161256,2.9250000000000003,0.46095720415197206
S014,B,0.35,30.0,rated_payload,1.7219404857073681,2.35532353551769,2.6,0.4111691161205775
S014,C,0.35,74.24171374238226,energy,3.521700352039938,5.60776224737396,5.2,0.29902971907825504
S015,A,0.35,25.0,rated_payload,2.3068108780111825,2.619252919750979,2.9250000000000003,0.41794379561089356
S015,B,0.35,30.0,rated_payload,1.850154356674541,2.5444405875398317,2.6,0.3638898531150421
S015,C,0.35,65.93952540692013,energy,3.841309932619819,6.132987718342666,5.2,0.23337653520716672
S001,A,0.4,25.0,rated_payload,1.1615356083277455,1.3127180160965892,2.6999999999999997,0.7082848853118691
S001,B,0.4,30.0,rated_payload,0.9302326639048648,1.2739487146258892,2.4,0.6815128213435278
S001,C,0.4,80.0,rated_payload,1.9413861017800969,3.0816969508470398,4.8,0.6147878811441201
S002,A,0.4,,empty_trip_infeasible,2.739790719328048,3.0904496148957192,2.6999999999999997,0.31323341891206236
S002,B,0.4,15.702468953142262,energy,2.1841134458433844,2.998762333280492,2.4,0.25030941667987705
S002,C,0.4,19.220367161642436,energy,4.63242293374499,7.347773113803224,4.8,0.08152836077459702
S003,A,0.4,,empty_trip_infeasible,2.788912072244866,3.1568292282534296,2.6999999999999997,0.2984823937214601
S003,B,0.4,12.863966938662688,energy,2.236921074623237,3.0644077594676205,2.4,0.2338980601330949
S003,C,0.4,17.30510864977276,energy,4.643567502378621,7.382299706399966,4.8,0.07721253670000428
S004,A,0.4,,empty_trip_infeasible,2.893986891026764,3.266746121100156,2.6999999999999997,0.2740564175332987
S004,B,0.4,8.666543726610684,energy,2.3125597141391614,3.1698518015231736,2.4,0.2075370496192066
S004,C,0.4,,empty_trip_infeasible,4.86403496768026,7.715326427745843,4.8,0.035584196531769585
S005,A,0.4,25.0,rated_payload,1.9884778431469632,2.2449067932100992,2.6999999999999997,0.5011318237310891
S005,B,0.4,30.0,rated_payload,1.5899570888454893,2.1782983689950774,2.4,0.45542540775123064
S005,C,0.4,72.48029868482074,energy,3.3369386727949415,5.292706404246814,4.8,0.3384116994691483
S006,A,0.4,25.0,rated_payload,1.2237841813318802,1.3897202893689586,2.6999999999999997,0.6911732690291204
S006,B,0.4,30.0,rated_payload,0.9816123425709354,1.3500598782682744,2.4,0.6624850304329314
S006,C,0.4,80.0,rated_payload,2.0373830897441003,3.2533316961761063,4.8,0.5933335379779867
S007,A,0.4,25.0,rated_payload,1.7775205488883052,2.0179304550202604,2.6999999999999997,0.5515710099954977
S007,B,0.4,30.0,rated_payload,1.4303095678652682,1.959775645345784,2.4,0.510056088663554
S007,C,0.4,80.0,rated_payload,2.935344709942727,4.67944916321055,4.8,0.41506885459868126
S008,A,0.4,,empty_trip_infeasible,3.000440754171044,3.387198474454061,2.6999999999999997,0.24728922789909757
S008,B,0.4,1.3967101863148388,energy,2.3937133776982717,3.28716554458381,2.4,0.17820861385404752
S008,C,0.4,,empty_trip_infeasible,5.063570105647242,8.037979775028692,4.8,-0.0047474718785864845
S009,A,0.4,25.0,rated_payload,2.114457124007046,2.3868506711346282,2.6999999999999997,0.4695887397478604
S009,B,0.4,30.0,rated_payload,1.686317431267373,2.3163773915300507,2.4,0.4209056521174873
S009,C,0.4,65.99692233133996,energy,3.5713767974293753,5.669496029358936,4.8,0.29131299633013297
S010,A,0.4,25.0,rated_payload,1.8262637901312624,2.070702414692441,2.6999999999999997,0.5398439078461241
S010,B,0.4,30.0,rated_payload,1.4634266266134643,2.0110147024885303,2.4,0.4972463243778674
S010,C,0.4,79.15462117870521,energy,3.048001816708691,4.8587491290527485,4.8,0.39265635886840644
S011,A,0.4,25.0,rated_payload,1.0773840288682708,1.219611198623189,2.6999999999999997,0.7289752891948469
S011,B,0.4,30.0,rated_payload,0.8640358497902857,1.1839375412901267,2.4,0.7040156146774683
S011,C,0.4,80.0,rated_payload,1.7944280191744035,2.8532189205132936,4.8,0.6433476349358382
S012,A,0.4,,empty_trip_infeasible,2.771609930289653,3.1312050670032456,2.6999999999999997,0.30417665177705655
S012,B,0.4,14.142430642500825,energy,2.214671053330072,3.038937061322884,2.4,0.24026573466927903
S012,C,0.4,16.697868457820405,energy,4.658869188810118,7.3983398392068604,4.8,0.07520752009914244
S013,A,0.4,25.0,rated_payload,1.8302304721268365,2.0741334613822624,2.6999999999999997,0.5390814530261638
S013,B,0.4,30.0,rated_payload,1.4639650943665805,2.014351276377342,2.4,0.4964121809056645
S013,C,0.4,78.6835012074302,energy,3.068531652662166,4.8914839898359554,4.8,0.38856450127050557
S014,A,0.4,25.0,rated_payload,2.137884312576034,2.4256925813161256,2.6999999999999997,0.46095720415197206
S014,B,0.4,30.0,rated_payload,1.7219404857073681,2.35532353551769,2.4,0.4111691161205775
S014,C,0.4,66.75713526509645,energy,3.521700352039938,5.60776224737396,4.8,0.29902971907825504
S015,A,0.4,25.0,rated_payload,2.3068108780111825,2.619252919750979,2.6999999999999997,0.41794379561089356
S015,B,0.4,27.198962323632703,energy,1.850154356674541,2.5444405875398317,2.4,0.3638898531150421
S015,C,0.4,56.365581204588715,energy,3.841309932619819,6.132987718342666,4.8,0.23337653520716672
S001,A,0.45,25.0,rated_payload,1.1615356083277455,1.3127180160965892,2.475,0.7082848853118691
S001,B,0.45,30.0,rated_payload,0.9302326639048648,1.2739487146258892,2.2,0.6815128213435278
S001,C,0.45,80.0,rated_payload,1.9413861017800969,3.0816969508470398,4.4,0.6147878811441201
S002,A,0.45,,empty_trip_infeasible,2.739790719328048,3.0904496148957192,2.475,0.31323341891206236
S002,B,0.45,2.910299122909733,energy,2.1841134458433844,2.998762333280492,2.2,0.25030941667987705
S002,C,0.45,,empty_trip_infeasible,4.63242293374499,7.347773113803224,4.4,0.08152836077459702
S003,A,0.45,,empty_trip_infeasible,2.788912072244866,3.1568292282534296,2.475,0.2984823937214601
S003,B,0.45,,empty_trip_infeasible,2.236921074623237,3.0644077594676205,2.2,0.2338980601330949
S003,C,0.45,,empty_trip_infeasible,4.643567502378621,7.382299706399966,4.4,0.07721253670000428
S004,A,0.45,,empty_trip_infeasible,2.893986891026764,3.266746121100156,2.475,0.2740564175332987
S004,B,0.45,,empty_trip_infeasible,2.3125597141391614,3.1698518015231736,2.2,0.2075370496192066
S004,C,0.45,,empty_trip_infeasible,4.86403496768026,7.715326427745843,4.4,0.035584196531769585
S005,A,0.45,25.0,rated_payload,1.9884778431469632,2.2449067932100992,2.475,0.5011318237310891
S005,B,0.45,30.0,rated_payload,1.5899570888454893,2.1782983689950774,2.2,0.45542540775123064
S005,C,0.45,63.91201092642465,energy,3.3369386727949415,5.292706404246814,4.4,0.3384116994691483
S006,A,0.45,25.0,rated_payload,1.2237841813318802,1.3897202893689586,2.475,0.6911732690291204
S006,B,0.45,30.0,rated_payload,0.9816123425709354,1.3500598782682744,2.2,0.6624850304329314
S006,C,0.45,80.0,rated_payload,2.0373830897441003,3.2533316961761063,4.4,0.5933335379779867
S007,A,0.45,25.0,rated_payload,1.7775205488883052,2.0179304550202604,2.475,0.5515710099954977
S007,B,0.45,30.0,rated_payload,1.4303095678652682,1.959775645345784,2.2,0.510056088663554
S007,C,0.45,75.39940272563712,energy,2.935344709942727,4.67944916321055,4.4,0.41506885459868126
S008,A,0.45,,empty_trip_infeasible,3.000440754171044,3.387198474454061,2.475,0.24728922789909757
S008,B,0.45,,empty_trip_infeasible,2.3937133776982717,3.28716554458381,2.2,0.17820861385404752
S008,C,0.45,,empty_trip_infeasible,5.063570105647242,8.037979775028692,4.4,-0.0047474718785864845
S009,A,0.45,25.0,rated_payload,2.114457124007046,2.3868506711346282,2.475,0.4695887397478604
S009,B,0.45,27.615886143088225,energy,1.686317431267373,2.3163773915300507,2.2,0.4209056521174873
S009,C,0.45,55.53033991459057,energy,3.5713767974293753,5.669496029358936,4.4,0.29131299633013297
S010,A,0.45,25.0,rated_payload,1.8262637901312624,2.070702414692441,2.475,0.5398439078461241
S010,B,0.45,30.0,rated_payload,1.4634266266134643,2.0110147024885303,2.2,0.4972463243778674
S010,C,0.45,72.30745735116581,energy,3.048001816708691,4.8587491290527485,4.4,0.39265635886840644
S011,A,0.45,25.0,rated_payload,1.0773840288682708,1.219611198623189,2.475,0.7289752891948469
S011,B,0.45,30.0,rated_payload,0.8640358497902857,1.1839375412901267,2.2,0.7040156146774683
S011,C,0.45,80.0,rated_payload,1.7944280191744035,2.8532189205132936,4.4,0.6433476349358382
S012,A,0.45,,empty_trip_infeasible,2.771609930289653,3.1312050670032456,2.475,0.30417665177705655
S012,B,0.45,,empty_trip_infeasible,2.214671053330072,3.038937061322884,2.2,0.24026573466927903
S012,C,0.45,,empty_trip_infeasible,4.658869188810118,7.3983398392068604,4.4,0.07520752009914244
S013,A,0.45,25.0,rated_payload,1.8302304721268365,2.0741334613822624,2.475,0.5390814530261638
S013,B,0.45,30.0,rated_payload,1.4639650943665805,2.014351276377342,2.2,0.4964121809056645
S013,C,0.45,71.7538937035803,energy,3.068531652662166,4.8914839898359554,4.4,0.38856450127050557
S014,A,0.45,25.0,rated_payload,2.137884312576034,2.4256925813161256,2.475,0.46095720415197206
S014,B,0.45,26.598139812553974,energy,1.7219404857073681,2.35532353551769,2.2,0.4111691161205775
S014,C,0.45,56.36876641258486,energy,3.521700352039938,5.60776224737396,4.4,0.29902971907825504
S015,A,0.45,17.194593406167797,energy,2.3068108780111825,2.619252919750979,2.475,0.41794379561089356
S015,B,0.45,21.89483878114472,energy,1.850154356674541,2.5444405875398317,2.2,0.3638898531150421
S015,C,0.45,42.50765099065554,energy,3.841309932619819,6.132987718342666,4.4,0.23337653520716672
S001,A,0.5,25.0,rated_payload,1.1615356083277455,1.3127180160965892,2.25,0.7082848853118691
S001,B,0.5,30.0,rated_payload,0.9302326639048648,1.2739487146258892,2.0,0.6815128213435278
S001,C,0.5,80.0,rated_payload,1.9413861017800969,3.0816969508470398,4.0,0.6147878811441201
S002,A,0.5,,empty_trip_infeasible,2.739790719328048,3.0904496148957192,2.25,0.31323341891206236
S002,B,0.5,,empty_trip_infeasible,2.1841134458433844,2.998762333280492,2.0,0.25030941667987705
