from_id,to_id,row,col,fraction,dem_m
O01,S001,747,729,0.34629399273778444,168.02224731445312
O01,S001,746,729,0.35289002643645734,187.85836791992188
O01,S001,745,729,0.36396428242364304,198.900634765625
O01,S001,745,730,0.3687312536687494,193.07386779785156
O01,S001,744,730,0.37503853841082874,182.73458862304688
O01,S001,743,730,0.38611279439801444,172.30978393554688
O01,S001,743,731,0.3911685145997144,160.85816955566406
O01,S001,742,731,0.39718705038520014,153.74887084960938
O01,S001,741,731,0.40826130637238583,160.18382263183594
O01,S001,741,732,0.4136057755306794,163.2061004638672
O01,S001,740,732,0.41933556235957153,164.8919219970703
O01,S001,739,732,0.43040981834675723,176.84288024902344
O01,S001,739,733,0.4360430364616444,186.74765014648438
O01,S001,738,733,0.44148407433394293,196.0955810546875
O01,S001,737,733,0.45255833032112863,189.86671447753906
O01,S001,737,734,0.45848029739260937,178.46998596191406
O01,S001,736,734,0.46363258630831433,164.6157684326172
O01,S001,735,734,0.47470684229550003,148.64019775390625
O01,S001,735,735,0.48091755832357436,143.9332733154297
O01,S001,734,735,0.48578109828268573,148.27027893066406
O01,S001,733,735,0.49685535426987143,152.0780792236328
O01,S001,733,736,0.5033548192545394,159.90310668945312
O01,S001,732,736,0.5079296102570571,160.89425659179688
O01,S001,731,736,0.5190038662442428,165.4351043701172
O01,S001,731,737,0.5257920801855044,157.24456787109375
